Gmin ['Gmin', 0.31, {'D', 'Bb', 'G'}, 'D']
Bbmaj ['Bbmaj', 0.32, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.34, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.46, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.59, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.4, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.33, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.33, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.32, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.33, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.34, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.33, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.37, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.48, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.53, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.34, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.33, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.5, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.31, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.31, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.59, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.33, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.59, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.29, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.3, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.57, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.44, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.44, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.59, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.29, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.28, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.53, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.32, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.3, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.33, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.53, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.64, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.37, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.33, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.66, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.76, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.82, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.88, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.86, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.66, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.73, {'D', 'F', 'Bb'}, '']
Bbmaj ['Bbmaj', 0.27, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.3, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.6, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.35, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.33, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.58, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.33, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.29, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.3, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.55, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.26, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.58, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.58, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.45, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.49, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.3, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.29, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.6, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.48, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.27, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.47, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.6, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.59, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.46, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.48, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.32, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.48, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.33, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.33, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.33, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.34, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.45, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.33, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.58, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.53, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.48, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.46, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.33, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.59, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.59, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.45, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.31, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.31, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.44, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.44, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.66, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.3, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.53, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.53, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.28, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.29, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.3, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.33, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.55, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.53, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.37, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.29, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.27, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.76, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.66, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.32, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.68, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.73, {'D', 'F', 'Bb'}, '']
Bbmaj ['Bbmaj', 0.66, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.86, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.88, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.81, {'D', 'F', 'Bb'}, 'F']
Bbmaj ['Bbmaj', 0.3, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.29, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.33, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.58, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.38, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.33, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.54, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.3, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.27, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.54, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.58, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.6, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.38, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.47, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.27, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.48, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.32, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.28, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.58, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.6, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.49, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.45, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.58, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.48, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.32, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.48, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.4, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.46, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.59, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.32, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.34, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.34, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.33, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.48, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.53, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.37, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.58, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.33, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.45, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.44, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.57, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.59, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.44, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.29, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.66, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.3, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.45, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.33, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.47, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.5, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.53, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.55, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.27, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.64, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.29, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.32, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.53, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.53, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.33, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.3, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.29, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.28, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.82, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.68, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.32, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.66, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.76, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.66, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.76, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.82, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.68, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.32, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.32, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.53, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.53, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.33, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.3, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.29, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.28, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.53, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.55, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.27, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.64, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.29, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.45, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.33, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.47, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.5, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.44, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.57, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.59, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.44, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.29, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.66, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.3, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.37, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.58, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.33, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.45, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.34, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.33, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.48, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.53, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.46, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.59, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.32, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.34, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.48, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.32, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.48, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.4, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.32, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.28, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.58, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.6, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.49, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.45, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.58, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.38, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.47, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.27, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.48, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.3, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.27, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.54, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.58, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.6, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.3, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.29, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.33, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.58, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.38, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.33, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.55, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.86, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.88, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.81, {'D', 'F', 'Bb'}, 'F']
Bbmaj ['Bbmaj', 0.73, {'D', 'F', 'Bb'}, '']
Bbmaj ['Bbmaj', 0.66, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.32, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.68, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.76, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.66, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.33, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.55, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.53, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.37, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.29, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.27, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.3, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.53, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.53, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.28, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.29, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.3, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.44, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.44, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.66, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.47, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.33, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.59, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.59, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.44, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.31, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.31, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.53, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.48, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.33, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.34, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.45, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.33, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.58, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.48, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.32, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.48, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.33, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.33, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.59, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.46, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.3, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.29, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.6, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.48, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.27, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.47, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.6, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.58, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.45, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.48, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.33, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.29, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.3, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.54, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.26, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.58, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.27, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.3, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.6, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.35, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.33, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.58, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.66, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.73, {'D', 'F', 'Bb'}, '']
Bbmaj ['Bbmaj', 0.88, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.86, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.88, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.86, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.81, {'D', 'F', 'Bb'}, 'F']
Bbmaj ['Bbmaj', 0.33, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.33, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.38, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.27, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.54, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.3, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.6, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.58, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.38, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.48, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.47, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.28, {'D', 'F', 'Bb'}, 'Bb']
Bbmaj ['Bbmaj', 0.58, {'D', 'F', 'Bb'}, 'D']
Bbmaj ['Bbmaj', 0.32, {'D', 'F', 'Bb'}, 'Bb']
